Código Interno,Regional,Escola,1º Simulado: Participação (%),1º Simulado: Nota,1º Teste de Redação: Participação (%),1º Teste de Redação: Nota,2º Teste de Redação: Participação (%),2º Teste de Redação: Nota,2º Simulado: Participação (%),2º Simulado: Nota,3º Teste de Redação: Participação (%),3º Teste de Redação: Nota,4º Teste de Redação: Participação (%),4º Teste de Redação: Nota,Objetivas - 1º Simulado: Participação (%),Objetivas - 1º Simulado: Acertos (%),Objetivas - 2º Simulado: Participação (%),Objetivas - 2º Simulado: Acertos (%)
25483,METROPOLITANA III,CE LUIZ DE CAMOES,"74,81%","128,98","58,02%","344,21","53,44%","0,00","69,47%","257,98","61,07%","342,00","51,91%","359,39","74,81%","22,18%","69,47%","20,23%"
25484,METROPOLITANA III,CE MARANHAO,"68,60%","112,68","28,93%","280,00","47,93%","402,11","69,42%","0,00","47,11%","382,14","45,45%","385,45","68,60%","19,73%","69,42%","19,69%"
25485,METROPOLITANA III,CE MARECHAL JOAO BAPTISTA DE MATTOS,"1,20%","260,00","65,80%","344,80","57,00%","357,81","63,80%","171,07","61,60%","268,51","51,30%","310,29","1,20%","10,51%","63,80%","19,05%"
25486,METROPOLITANA III,CE MARQUES REBELO,"65,74%","174,08","88,89%","252,50","46,27%","343,66","63,79%","130,53","64,93%","376,38","58,96%","391,36","65,74%","0,00%","63,79%","19,43%"
25487,METROPOLITANA III,CE MATO GROSSO,"69,67%","245,53","62,59%","391,06","60,90%","430,60","72,73%","287,95","65,24%","385,87","62,17%","406,55","69,67%","23,67%","72,73%","19,93%"
25488,METROPOLITANA III,CE MAX FLEIUSS,"59,42%","138,00","24,64%","322,35","37,68%","327,69","39,13%","400,00","30,43%","354,29","27,54%","450,53","59,42%","20,79%","39,13%","20,28%"
25489,METROPOLITANA III,CE MINISTRO OROZIMBO NONATO,"43,59%","262,50","56,41%","309,09","41,03%","365,33","58,97%","321,82","56,41%","345,45","46,15%","400,00","43,59%","25,21%","58,97%","18,41%"
25490,METROPOLITANA III,CE NUNO ALVARES PEREIRA,"69,33%","140,39","58,67%","391,63","52,00%","420,00","49,33%","210,00","52,00%","325,26","60,00%","322,67","69,33%","20,50%","49,33%","20,23%"
25491,METROPOLITANA III,CE OLAVO JOSINO DE SALLES,"67,43%","81,37","77,71%","332,82","56,57%","373,61","75,43%","189,69","49,71%","325,12","61,14%","367,55","67,43%","21,50%","75,43%","19,89%"
25492,METROPOLITANA III,CE OLEGARIO MARIANO,"58,57%","91,41","57,14%","328,50","59,11%","339,64","56,25%","208,34","30,05%",----,"49,26%","349,43","58,57%","19,97%","56,25%","19,83%"
25493,METROPOLITANA III,CE OLGA BENARIO PRESTES,"79,10%","222,82","84,80%","374,70","79,28%","487,71","69,87%","371,33","73,08%","452,14","71,17%","454,98","79,10%","22,80%","69,87%","20,55%"
25494,METROPOLITANA III,CE OLIMPIA DO COUTO,"67,17%","153,90","63,40%","286,47","58,87%","339,74","75,09%","242,50","58,49%","280,26","53,21%","332,37","67,17%","20,63%","75,09%","19,26%"
25495,METROPOLITANA III,CE OLINTO DA GAMA BOTELHO,"64,46%","270,39","54,62%","404,81","63,86%","391,85","58,23%","317,30","59,84%","303,54","60,44%","305,14","64,46%","24,64%","58,23%","20,88%"
25496,METROPOLITANA III,CE OSWALDO TEIXEIRA,"40,21%","143,83","51,55%",----,"44,23%",----,"68,13%",----,"50,96%","399,24","51,92%","395,55","40,21%","22,94%","68,13%","19,30%"
25497,METROPOLITANA III,CE PARAIBA,"55,81%","125,22","55,81%","401,74","65,12%","345,71","53,49%","265,45","30,23%","353,85","46,51%","357,89","55,81%","20,90%","53,49%","19,97%"
25498,METROPOLITANA III,CE PARANA,"56,82%","68,09","51,14%","328,89","61,36%","391,85","61,36%","332,38","61,36%","409,23","68,18%","444,83","56,82%","20,51%","61,36%","17,71%"
25499,METROPOLITANA III,CE PASTOR MIRANDA PINTO,"58,33%","160,00","58,33%","367,62","27,42%","398,82","50,98%","326,77","40,32%","457,87","38,71%","466,67","58,33%","22,28%","50,98%","20,61%"
25500,METROPOLITANA III,CE PAULO FREIRE,"75,91%","223,33","75,91%","375,15","72,26%","404,65","70,07%","199,55","79,20%","363,55","66,79%","387,62","75,91%","23,46%","70,07%","18,62%"
25501,METROPOLITANA III,CE PERNAMBUCO,"61,96%","127,13","53,99%","278,70","29,77%","374,37","60,34%","284,34","34,88%",----,"31,16%","406,73","61,96%","20,40%","60,34%","19,11%"
25502,METROPOLITANA III,CE PREFEITO MENDES DE MORAES,"68,62%","231,38","69,64%","352,19","68,24%","291,28","34,69%","221,30","58,16%","196,19","83,67%","76,15","68,62%","25,41%","34,69%","19,37%"
25503,METROPOLITANA III,CE PROFESSOR AUGUSTO MOTTA,"36,92%","127,50","40,00%","335,38","32,31%","205,71","35,38%","22,61","35,38%","318,26","40,00%","332,80","36,92%","21,52%","35,38%","18,70%"
25504,METROPOLITANA III,CE PROFESSOR CLOVIS MONTEIRO,"60,58%","213,89","49,23%","372,56","42,37%","354,76","52,47%",----,"36,58%","379,15","46,19%","388,52","60,58%","23,49%","52,47%","20,52%"
25505,METROPOLITANA III,CE PROFESSOR HORACIO MACEDO,"88,24%","409,56","87,50%","497,63","83,09%","463,72","75,74%","420,58","72,79%","517,55","61,76%","531,57","88,24%","30,13%","75,74%","21,73%"
25506,METROPOLITANA III,CE PROFESSOR JOAO BORGES DE MORAES,"96,27%","202,38","0,62%","0,00","99,38%","277,74","25,47%","234,87","1,24%","260,00","59,01%","260,00","96,27%","16,75%","25,47%","18,15%"
25507,METROPOLITANA III,CE PROFESSOR JOEL DE OLIVEIRA,"92,97%","174,65","94,53%","237,78","54,17%","388,32","58,07%","320,52","49,48%","367,02","51,56%","419,18","92,97%","16,94%","58,07%","20,47%"
25508,METROPOLITANA III,CE PROFESSOR JOSE ACCIOLI,"99,63%","289,10","99,63%","425,67","77,78%","495,05","68,89%","407,83","54,07%","484,38","56,30%","498,68","99,63%","22,07%","68,89%","21,63%"
25509,METROPOLITANA III,CE PROFESSOR JOSE DE SOUZA MARQUES,"71,47%","203,38","61,44%","326,11","60,24%","326,63","73,39%","186,73","63,61%","365,22","56,27%","336,83","71,47%","23,36%","73,39%","19,70%"
25510,METROPOLITANA III,CE PROFESSOR MANUEL MAURICIO DE ALBUQUERQUE,"53,48%","53,23","51,28%","233,67","34,43%","225,53","21,98%","67,50","23,08%","193,02","4,03%","309,09","53,48%","19,46%","21,98%","19,16%"
25511,METROPOLITANA III,CE PROFESSOR SOUSA DA SILVEIRA,"57,14%","150,88","58,10%","282,03","41,90%","338,18","51,43%","306,15","44,76%","445,96","45,71%","402,50","57,14%","23,37%","51,43%","20,49%"
25512,METROPOLITANA III,CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA,"57,75%","152,96","53,10%","364,41","38,58%","345,20","55,06%","240,00","34,83%","260,65","30,34%","315,44","57,75%","21,17%","55,06%","19,13%"
25513,METROPOLITANA III,CE PROFESSORA ELIANE MARTINS DANTAS BRASIL ALEMANHA,"86,00%","425,74","90,00%","437,61","83,33%","498,24","89,33%","413,75","80,67%","546,45","68,00%","540,39","86,00%","27,44%","89,33%","22,04%"
25514,METROPOLITANA III,CE PROFESSORA LUIZA MARINHO,"73,96%","196,65","50,87%","292,69","45,91%","356,68","64,56%","170,28","47,38%","319,53","56,91%","328,67","73,96%","22,68%","64,56%","19,34%"
25515,METROPOLITANA III,CE PROFESSORA MARIA DE LOURDES DE OLIVEIRA LAVOR - TIA LAVOR,"65,49%","204,95","60,75%","378,90","53,19%","376,29","53,14%","253,70","53,19%","387,96","39,51%","371,85","65,49%","23,09%","53,14%","20,65%"
25516,METROPOLITANA III,CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA,"62,53%","190,30","46,12%","357,49","50,21%","310,19","51,51%","236,88","54,17%","254,53","54,58%","309,77","62,53%","21,21%","51,51%","19,90%"
25517,METROPOLITANA III,CE PROFESSORA SONIA REGINA SCUDESE DESSIMONI PINTO,"75,70%","228,32","74,77%","377,22","63,08%","448,18","65,89%","257,73","61,21%","426,36","62,62%","433,43","75,70%","22,80%","65,89%","21,00%"
25518,METROPOLITANA III,CE REPUBLICA DE ANGOLA,"41,89%","102,27","46,62%","347,24","32,35%","436,73","61,90%","217,19","38,82%","371,51","44,71%","332,41","41,89%","21,71%","61,90%","20,01%"
25519,METROPOLITANA III,CE REPUBLICA DE GUINE BISSAU,"95,41%","71,20","66,84%","289,16","60,36%","291,87","65,00%","158,99","58,11%","265,55","1,35%",----,"95,41%","14,06%","65,00%","19,48%"
25520,METROPOLITANA III,CE REPUBLICA DO PERU,"47,62%","133,33","38,10%","280,00","21,43%","333,33","48,57%","152,94","8,93%","40,00","35,71%","372,00","47,62%","19,38%","48,57%","19,27%"
25521,METROPOLITANA III,CE RODRIGO OTÁVIO FILHO,"49,07%","157,14","93,42%","205,46","98,15%","219,58","67,12%","272,76","50,76%","321,08","47,22%","277,39","49,07%","16,11%","67,12%","20,32%"
25522,METROPOLITANA III,CE ROSA LUXEMBURGO,"65,06%","117,35","43,37%","330,00","23,96%","389,56","40,91%","107,69","31,25%","278,67","23,96%","321,74","65,06%","21,91%","40,91%","17,65%"
25523,METROPOLITANA III,CE ROTARY,"41,30%","56,14","26,09%","503,34","15,38%","360,00","0,00%",----,"24,62%","397,50","36,92%","336,67","41,30%","19,66%","0,00%","24,44%"
25524,METROPOLITANA III,CE RUY BARBOSA,"94,67%","168,07","98,00%","234,88","37,33%","390,13","73,04%","291,50","32,26%",----,"36,41%","374,68","94,67%","17,13%","73,04%","20,44%"
25525,METROPOLITANA III,CE SANTOS DUMONT,"73,20%","208,45","70,10%","358,79","58,76%","350,00","63,92%","276,23","53,61%","367,69","55,67%","390,19","73,20%","21,35%","63,92%","19,38%"
25526,METROPOLITANA III,CE SAO JOAO BATISTA,"29,63%",----,"3,70%","160,00","10,00%","313,33","66,67%","300,00","21,67%","289,23","23,33%","342,86","29,63%","20,15%","66,67%","18,85%"
25527,METROPOLITANA III,CE SENADOR FRANCISCO GALLOTTI,"44,44%","0,00","0,00%",----,"13,64%","173,33","25,00%","320,00","9,09%","380,00","31,82%","337,14","44,44%","24,00%","25,00%","17,78%"
25528,METROPOLITANA III,CE TENENTE GENERAL NAPION,"98,04%","197,60","69,61%","347,83","63,73%","386,14","70,10%","307,63","65,20%","427,79","66,18%","464,00","98,04%","17,36%","70,10%","20,98%"
25529,METROPOLITANA III,CE TERESA CRISTINA,"76,47%","153,84","76,47%","373,37","47,19%","395,13","74,32%","354,40","49,44%","371,82","57,30%","406,27","76,47%","21,78%","74,32%","21,07%"
25530,METROPOLITANA III,CE VIRGILIO DE MELO FRANCO,"81,10%","278,03","69,29%","354,55","65,73%","452,45","73,23%","417,66","67,13%","484,17","65,03%","479,48","81,10%","23,06%","73,23%","21,00%"
25531,METROPOLITANA III,CE VISCONDE DE CAIRU,"58,98%","222,92","60,00%","364,52","47,12%","377,65","62,71%","297,33","55,93%","366,37","37,63%","427,17","58,98%","25,26%","62,71%","17,31%"
25532,METROPOLITANA III,CE WALDEMIRO POTSCH,"23,73%","368,89","44,07%","210,77","45,76%","392,00","38,98%","331,76","23,73%","371,43","61,02%","450,29","23,73%","20,11%","38,98%","20,33%"
25536,METROPOLITANA III,CIEP 092 FEDERICO FELLINI,"50,65%","192,58","41,99%",----,"46,15%","369,30","63,75%","222,91","42,71%",----,"35,63%",----,"50,65%","22,98%","63,75%","19,91%"
25537,METROPOLITANA III,CIEP 173 RAINHA NZINGA DE ANGOLA,"22,86%","175,11","56,67%","277,17","23,33%","338,60","45,71%","254,69","33,81%","254,93","38,57%","270,30","22,86%","20,72%","45,71%","19,54%"
25538,METROPOLITANA III,CIEP 195 ANIBAL MACHADO,"88,00%","163,64","80,00%","374,00","57,45%","368,89","77,50%","335,73","53,19%","360,85","68,09%","385,25","88,00%","22,07%","77,50%","19,33%"
25539,METROPOLITANA III,CIEP 323 MARIA WERNECK DE CASTRO,"62,02%","232,59","57,36%","351,82","39,75%","391,49","62,45%","283,72","48,90%","380,45","45,43%","387,34","62,02%","23,44%","62,45%","20,40%"
25540,METROPOLITANA III,CIEP 326 PROFESSOR CESAR PERNETTA,"65,19%","166,26","93,89%","153,10","86,97%","143,83","99,51%","150,76","85,26%","153,16","94,87%","137,33","65,19%","20,37%","99,51%","10,28%"
25541,METROPOLITANA III,CIEP 339 MARIO TAMBORINDEGUY,"72,32%","160,46","56,69%","351,54","71,94%","415,66","57,25%","362,11","62,34%","442,67","50,09%","443,94","72,32%","22,34%","57,25%","20,54%"
25542,METROPOLITANA III,CIEP 379 RAUL SEIXAS,"71,33%","263,07","60,14%","299,50","40,74%",----,"31,05%","240,00","40,12%","334,87","21,30%",----,"71,33%","20,72%","31,05%","19,10%"
25543,METROPOLITANA III,IE CARMELA DUTRA,"62,18%","326,32","40,90%","421,07","50,13%","492,35","47,17%","337,84","73,54%","321,25","43,26%","466,47","62,18%","25,34%","47,17%","20,19%"
25555,METROPOLITANA IV,CAIC NACOES UNIDAS,"56,68%","132,83","1,87%","300,00","55,08%","353,92","0,53%","240,00","46,26%","338,12","0,00%",----,"56,68%","22,52%","0,53%","17,96%"
25556,METROPOLITANA IV,CE AGOSTINHO NETO,"63,87%","93,74","56,77%","230,00","37,20%","255,11","55,56%","134,39","38,65%","255,74","20,77%","333,95","63,87%","19,40%","55,56%","20,13%"
25557,METROPOLITANA IV,CE ALDEBARA,"84,48%","81,01","48,85%","280,30","54,41%",----,"72,32%","156,71","48,04%","299,42","50,49%",----,"84,48%","16,78%","72,32%","19,89%"
25641,METROPOLITANA IV,CE ALICE DE SOUZA BRUNO,"85,19%","346,08","98,77%","406,93","82,98%","386,67","88,89%","323,50","88,30%","388,42","88,30%","332,53","85,19%","24,49%","88,89%","17,91%"
25558,METROPOLITANA IV,CE ALMIRANTE FRONTIN,"58,18%","150,25","32,73%","343,33","19,28%","386,25","59,48%","260,87","27,11%","410,70","27,71%","431,31","58,18%","21,86%","59,48%","24,54%"
25642,METROPOLITANA IV,CE ALVARINA DE CARVALHO JANOTTI,"88,51%","133,49","62,07%","375,97","50,00%","427,31","82,35%","368,00","54,08%",----,"60,20%",----,"88,51%","17,25%","82,35%","20,02%"
25559,METROPOLITANA IV,CE AMAZONAS,"95,47%","108,61","97,17%","269,88","67,42%","390,56","56,94%","241,87","57,51%","371,06","60,91%","357,57","95,47%","17,71%","56,94%","20,27%"
25643,METROPOLITANA IV,CE BANANAL,"89,47%","198,14","56,14%","280,00","63,16%","338,29","73,68%","261,00","61,40%","333,71","0,00%",----,"89,47%","19,02%","73,68%","22,46%"
25560,METROPOLITANA IV,CE BANGU,"48,48%","134,11","43,38%","335,31","43,41%","391,59","47,12%","189,39","39,31%","383,96","44,41%","390,63","48,48%","21,78%","47,12%","20,10%"
25561,METROPOLITANA IV,CE BARÃO DE ITARARÉ,"60,53%","80,00","44,74%","287,06","12,05%","280,00","88,89%","207,78","0,00%",----,"34,94%","331,03","60,53%","17,18%","88,89%","17,91%"
25562,METROPOLITANA IV,CE BARÃO DE SANTA MARGARIDA,"40,00%","112,38","28,33%","385,88","8,33%","342,50","32,22%","443,64","18,23%","333,71","31,25%","330,17","40,00%","19,84%","32,22%","18,28%"
25644,METROPOLITANA IV,CE BARAO DE TEFE,"81,43%","255,55","71,31%","433,00","60,88%","505,63","76,19%","361,01","55,10%","478,03","50,68%","464,43","81,43%","26,18%","76,19%","20,90%"
25563,METROPOLITANA IV,CE BARAO DO RIO BRANCO,"88,31%","209,52","96,01%","296,70","61,95%","408,85","62,54%","297,68","54,83%","385,92","58,70%","415,99","88,31%","19,02%","62,54%","20,96%"
25564,METROPOLITANA IV,CE BARONESA DE SAAVEDRA,"84,75%","119,58","0,00%",----,"50,42%","170,00","70,51%","103,90","63,03%","150,62","63,03%","128,37","84,75%","11,52%","70,51%","17,46%"
25565,METROPOLITANA IV,CE CARLOS ARNOLDO ABRUZZINI DA FONSECA,"61,41%","142,22","50,58%","285,67","35,73%","346,73","38,36%","178,48","45,87%","311,73","47,58%","346,14","61,41%","21,53%","38,36%","19,21%"
25566,METROPOLITANA IV,CE CARLOS MAGNO NAZARETH CERQUEIRA,"95,25%","52,18","51,19%","275,72","53,30%","309,20","46,44%","174,37","44,06%","279,27","34,30%","295,43","95,25%","14,40%","46,44%","19,56%"
25567,METROPOLITANA IV,CE CHARLES DICKENS,"51,35%","231,11","37,84%","434,29","6,90%","366,67","68,00%","350,59","29,89%","416,92","29,89%","475,38","51,35%","23,54%","68,00%","22,00%"
25544,METROPOLITANA IV,CE CLODOMIRO VASCONCELOS,"78,44%","276,73","64,86%","429,58","70,09%","431,72","60,34%","316,25","58,63%","410,67","68,21%","448,08","78,44%","24,15%","60,34%","20,12%"
25568,METROPOLITANA IV,CE COELHO NETO,"75,00%","270,51","72,62%","434,00","45,24%","395,79","63,10%","379,13","52,38%","438,14","39,29%","464,24","75,00%","21,40%","63,10%","24,16%"
25569,METROPOLITANA IV,CE COLLECCHIO,"64,82%","137,14","50,50%","318,20","39,57%","396,81","36,74%","207,90","31,91%","329,64","0,85%","433,33","64,82%","21,22%","36,74%","20,53%"
25570,METROPOLITANA IV,CE CORA CORALINA,"56,67%","160,62","43,33%","312,80","40,00%","346,36","35,83%","72,20","24,17%","445,93","32,50%","361,08","56,67%","20,05%","35,83%","19,61%"
25571,METROPOLITANA IV,CE CRISTOVAO COLOMBO,"38,46%","60,00","26,92%","434,29","15,94%","240,00","33,33%","114,29","30,43%","238,10","30,43%","293,33","38,46%","20,60%","33,33%","18,09%"
25572,METROPOLITANA IV,CE DALVA DE OLIVEIRA,"70,53%","257,14","69,47%","357,54","50,43%","331,72","51,28%","184,67","52,14%","352,79","41,03%","377,50","70,53%","20,74%","51,28%","19,22%"
25573,METROPOLITANA IV,CE DEBORAH MENDES DE MORAES,"82,58%","219,58","75,68%","343,77","64,43%","415,41","70,47%","327,87","66,39%","358,81","57,21%","409,44","82,58%","20,24%","70,47%","20,46%"
25574,METROPOLITANA IV,CE DOUTOR ALBERT SABIN,"63,63%","269,34","60,16%","374,48","67,80%","447,33","46,70%","301,83","49,91%","396,65","58,33%","414,63","63,63%","25,47%","46,70%","21,17%"
25575,METROPOLITANA IV,CE ENGENHEIRO JOAO THOME,"60,54%","149,76","51,02%","338,67","55,68%","437,14","41,48%","308,06","43,75%","406,23","50,00%","431,82","60,54%","20,67%","41,48%","20,68%"
25576,METROPOLITANA IV,CE ERICH WALTER HEINE,"45,00%","459,26","79,17%","435,19","85,00%","461,77","74,44%","422,43","65,56%","419,23","86,94%","411,03","45,00%","27,80%","74,44%","21,59%"
25577,METROPOLITANA IV,CE ESTADO DE ISRAEL,"40,91%","91,11","13,64%","366,67","8,64%","291,43",Não Participou,Não Encontrado,"9,88%","540,00","23,46%","309,47","40,91%","20,40%",Não Participou,----
25578,METROPOLITANA IV,CE FRANCISCO CALDEIRA DE ALVARENGA,"92,92%","148,39","62,93%","277,21","59,97%","418,78","58,98%","242,29","60,79%","377,57","0,33%","440,00","92,92%","14,89%","58,98%","20,33%"
25579,METROPOLITANA IV,CE FREIRE ALLEMAO,"50,00%","177,65","55,88%","375,42","21,62%","420,95","44,32%","213,46","42,34%","377,76","28,83%","373,28","50,00%","22,40%","44,32%","18,99%"
25580,METROPOLITANA IV,CE GANDHI,"77,03%","94,96","42,11%","190,95","31,47%","280,51","60,50%","155,10","38,25%","270,73","33,86%","333,01","77,03%","20,75%","60,50%","19,52%"
25581,METROPOLITANA IV,CE GEORGE WASHINGTON,"64,15%","123,53","56,60%","320,00","54,72%","241,43","62,26%","270,97","47,17%","320,00","41,51%","401,90","64,15%","20,18%","62,26%","20,15%"
25582,METROPOLITANA IV,CE HEBE CAMARGO,"94,70%","236,10","96,97%","414,71","85,23%","498,04","93,56%","400,00","93,56%","497,59","97,73%","392,22","94,70%","23,65%","93,56%","23,23%"
25583,METROPOLITANA IV,CE IRINEU JOSE FERREIRA,"68,36%","195,83","68,18%","353,21","62,76%","388,06","66,26%","304,76","68,88%","361,86","57,69%","381,35","68,36%","23,29%","66,26%","20,59%"
25584,METROPOLITANA IV,CE JOAO PROENCA,"52,10%","106,98","34,73%","260,35","38,32%","383,75","49,70%","277,50","41,92%","396,00","42,51%","411,43","52,10%","20,87%","49,70%","20,08%"
25585,METROPOLITANA IV,CE JOAO SALIM MIGUEL,"98,58%","246,44","99,29%","380,77","83,45%","466,86","74,23%","441,66","45,15%","492,15","69,27%","445,66","98,58%","19,29%","74,23%","21,61%"
25586,METROPOLITANA IV,CE JORGE ZARUR,"83,01%","179,53","67,10%","356,29","61,44%","399,12","64,53%","334,53","57,28%","390,24","0,38%",----,"83,01%","18,04%","64,53%","20,33%"
25587,METROPOLITANA IV,CE JORNALISTA ARTUR DA TAVOLA,"79,75%","220,42","69,62%","359,26","64,04%","397,67","74,20%","253,39","60,57%","407,50","54,57%","406,48","79,75%","23,01%","74,20%","20,57%"
25545,METROPOLITANA IV,CE JOSE MARIA DE BRITO BRASIL JAPAO,"65,38%","304,47","64,62%","519,52","73,85%","517,45","69,23%","391,91","75,38%","520,00","71,54%","541,30","65,38%","24,82%","69,23%","20,68%"
25588,METROPOLITANA IV,CE JUREMA PECANHA GIRAUD,"55,68%","224,06","34,66%","369,56","32,06%",----,"43,65%","340,15","1,44%",----,"0,00%",----,"55,68%","22,02%","43,65%","18,02%"
25589,METROPOLITANA IV,CE LEOPOLDINA DA SILVEIRA,"93,63%","151,38","96,39%","266,55","63,78%","392,43","88,97%","209,71","56,08%","368,14","26,14%","393,38","93,63%","16,27%","88,97%","12,41%"
25590,METROPOLITANA IV,CE LIBERDADE,"68,68%","153,97","52,01%","207,01","43,97%","284,53","43,39%","142,02","30,75%","259,81","21,84%","330,67","68,68%","19,46%","43,39%","19,66%"
25591,METROPOLITANA IV,CE MADRE TERESA DE CALCUTA,"96,85%","189,45","97,99%","212,44","67,62%","368,71","67,05%","228,18","66,48%","380,04","28,80%","305,10","96,85%","15,71%","67,05%","19,53%"
25592,METROPOLITANA IV,CE MARECHAL RONDON,"55,67%","84,71","49,26%","306,00","41,67%","345,14","58,16%",----,"36,84%","360,60","0,00%",----,"55,67%","20,20%","58,16%","19,59%"
25593,METROPOLITANA IV,CE MARIETA CUNHA DA SILVA,"69,88%","193,33","65,96%","297,43","56,63%","354,65","58,43%","216,22","37,65%","333,76","0,60%","400,00","69,88%","19,83%","58,43%","18,94%"
25594,METROPOLITANA IV,CE MILTON CAMPOS,"55,24%","99,59","38,10%","323,00","42,33%","385,17","32,43%","284,06","31,75%","384,85","34,39%","400,23","55,24%","21,71%","32,43%","19,18%"
25595,METROPOLITANA IV,CE MINISTRO MARCOS FREIRE,"52,81%","85,33","33,15%","273,68","35,79%","250,00","34,21%","68,31","31,58%","260,69","42,63%","281,50","52,81%","19,62%","34,21%","19,75%"
25596,METROPOLITANA IV,CE MISSIONÁRIO MÁRIO WAY,"83,27%","265,84","92,69%","270,81","63,22%","371,80","56,17%","299,16","45,77%","331,98","42,56%",----,"83,27%","18,15%","56,17%","21,15%"
25597,METROPOLITANA IV,CE MOACYR PADILHA,"33,04%","240,00","2,61%","0,00","43,48%","265,60","49,57%","203,64","13,91%","452,50","0,87%","600,00","33,04%","22,88%","49,57%","19,70%"
25598,METROPOLITANA IV,CE MONSENHOR MIGUEL DE SANTA MARIA MOCHON,"69,59%","307,80","69,59%","368,55","65,50%","419,29","73,10%","362,26","64,91%","444,07","70,76%","476,33","69,59%","27,14%","73,10%","23,21%"
